index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Morning,20%,60,Single,480,211,3.5,72,5.2,48,7,28,27,2025-04-30 10:03:10
1,Umraniye,Morning,20%,60,Single,480,210,3.2,70,5.3,48,7,30,26,2025-04-30 10:03:15
2,Umraniye,Morning,20%,60,Single,480,212,3.3,70,5.3,48,7,39,32,2025-04-30 10:03:20
3,Umraniye,Morning,20%,60,Single,480,213,3.4,72,5.2,48,7,43,32,2025-04-30 10:03:25
4,Umraniye,Morning,20%,60,Single,480,218,3.3,72,5.2,48,7,40,25,2025-04-30 10:03:30
5,Umraniye,Morning,20%,60,Single,480,219,3.3,72,5.1,48,7,43,27,2025-04-30 10:03:35
6,Umraniye,Morning,20%,60,Single,480,210,3.3,72,5.3,48,7,50,26,2025-04-30 10:03:40
7,Umraniye,Morning,20%,60,Single,480,214,3.1,72,5.1,48,7,59,28,2025-04-30 10:03:45
8,Umraniye,Morning,20%,60,Single,480,216,3.2,72,5.2,48,7,61,32,2025-04-30 10:03:50
9,Umraniye,Morning,20%,60,Single,480,216,3.0,72,4.9,48,7,67,25,2025-04-30 10:03:55
10,Umraniye,Morning,20%,60,Single,480,214,3.4,71,5.2,48,7,72,32,2025-04-30 10:04:00
11,Umraniye,Morning,20%,60,Single,480,209,3.4,72,5.3,48,7,76,28,2025-04-30 10:04:05
12,Umraniye,Morning,20%,60,Single,480,212,3.4,72,5.4,48,7,81,36,2025-04-30 10:04:10
13,Umraniye,Morning,20%,60,Single,480,213,3.3,72,5.1,48,7,83,29,2025-04-30 10:04:15
14,Umraniye,Morning,20%,60,Single,480,216,3.3,71,5.2,48,7,60,28,2025-04-30 10:04:20
15,Umraniye,Morning,20%,60,Single,480,214,3.3,70,5.4,48,7,81,30,2025-04-30 10:04:25
16,Umraniye,Morning,20%,60,Single,480,217,3.1,70,5.0,48,7,85,27,2025-04-30 10:04:30
