index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Evening,20%,60,Single,60,219,3.2,72,5.1,48,7,24,24,2025-04-28 16:08:27
1,Umraniye,Evening,20%,60,Single,60,213,3.2,70,5.2,48,7,33,26,2025-04-28 16:08:32
2,Umraniye,Evening,20%,60,Single,60,209,3.3,72,5.1,48,7,37,29,2025-04-28 16:08:37
3,Umraniye,Evening,20%,60,Single,60,216,3.2,70,5.2,48,7,41,26,2025-04-28 16:08:42
4,Umraniye,Evening,20%,60,Single,60,211,3.0,72,4.9,48,7,34,21,2025-04-28 16:08:47
5,Umraniye,Evening,20%,60,Single,60,211,3.3,72,5.2,48,7,45,24,2025-04-28 16:08:52
6,Umraniye,Evening,20%,60,Single,60,218,3.6,72,5.9,48,7,54,28,2025-04-28 16:08:57
7,Umraniye,Evening,20%,60,Single,60,212,3.2,72,5.0,48,7,57,33,2025-04-28 16:09:02
8,Umraniye,Evening,20%,60,Single,60,214,3.4,72,5.2,48,7,58,33,2025-04-28 16:09:07
9,Umraniye,Evening,20%,60,Single,60,209,3.1,72,4.9,48,7,53,29,2025-04-28 16:09:12
10,Umraniye,Evening,20%,60,Single,60,211,3.3,72,5.0,48,7,62,29,2025-04-28 16:09:17
11,Umraniye,Evening,20%,60,Single,60,212,3.3,72,5.2,48,7,54,31,2025-04-28 16:09:22
12,Umraniye,Evening,20%,60,Single,60,217,3.3,72,5.3,48,7,69,33,2025-04-28 16:09:27
13,Umraniye,Evening,20%,60,Single,60,212,3.4,72,5.3,48,7,70,28,2025-04-28 16:09:32
14,Umraniye,Evening,20%,60,Single,60,212,3.5,70,5.5,48,7,78,29,2025-04-28 16:09:37
15,Umraniye,Evening,20%,60,Single,60,212,3.3,72,5.1,48,7,63,29,2025-04-28 16:09:42
16,Umraniye,Evening,20%,60,Single,60,214,3.5,70,5.5,48,7,82,31,2025-04-28 16:09:47
17,Umraniye,Evening,20%,60,Single,60,213,3.2,72,5.0,48,7,82,23,2025-04-28 16:09:52
18,Umraniye,Evening,20%,60,Single,60,215,3.2,72,5.3,48,7,81,28,2025-04-28 16:09:57
19,Umraniye,Evening,20%,60,Single,60,211,3.3,70,5.3,48,7,87,29,2025-04-28 16:10:02
20,Umraniye,Evening,20%,60,Single,60,213,3.4,72,5.3,48,7,84,21,2025-04-28 16:10:07
21,Umraniye,Evening,20%,60,Single,60,214,3.1,70,5.2,48,7,53,31,2025-04-28 16:10:12
22,Umraniye,Evening,20%,60,Single,60,213,3.4,72,5.2,48,7,80,32,2025-04-28 16:10:17
