index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Evening,20%,60,Single,30,214,3.3,72,5.2,48,7,35,35,2025-04-25 15:36:51
1,Umraniye,Evening,20%,60,Single,30,212,3.5,70,5.4,48,7,35,32,2025-04-25 15:36:56
2,Umraniye,Evening,20%,60,Single,30,213,3.5,72,5.3,48,7,35,19,2025-04-25 15:37:01
3,Umraniye,Evening,20%,60,Single,30,217,3.0,72,5.3,48,7,38,27,2025-04-25 15:37:06
4,Umraniye,Evening,20%,60,Single,30,214,3.2,72,4.9,48,7,44,33,2025-04-25 15:37:11
5,Umraniye,Evening,20%,60,Single,30,212,3.4,72,5.2,48,7,47,25,2025-04-25 15:37:16
6,Umraniye,Evening,20%,60,Single,30,217,3.4,72,5.4,48,7,44,28,2025-04-25 15:37:21
7,Umraniye,Evening,20%,60,Single,30,218,3.2,72,5.2,48,7,53,28,2025-04-25 15:37:26
8,Umraniye,Evening,20%,60,Single,30,213,3.4,72,5.2,48,7,58,33,2025-04-25 15:37:31
9,Umraniye,Evening,20%,60,Single,30,215,3.2,70,5.1,48,7,59,24,2025-04-25 15:37:36
10,Umraniye,Evening,20%,60,Single,30,216,3.3,72,5.3,48,7,55,25,2025-04-25 15:37:41
11,Umraniye,Evening,20%,60,Single,30,214,3.3,72,5.0,48,7,60,30,2025-04-25 15:37:46
12,Umraniye,Evening,20%,60,Single,30,217,3.1,72,5.1,48,7,75,29,2025-04-25 15:37:51
13,Umraniye,Evening,20%,60,Single,30,218,3.2,70,5.4,48,7,73,30,2025-04-25 15:37:56
14,Umraniye,Evening,20%,60,Single,30,210,3.1,72,5.2,48,7,72,29,2025-04-25 15:38:01
15,Umraniye,Evening,20%,60,Single,30,212,3.4,72,5.3,48,7,54,28,2025-04-25 15:38:06
16,Umraniye,Evening,20%,60,Single,30,209,3.7,70,5.5,48,7,83,30,2025-04-25 15:38:11
17,Umraniye,Evening,20%,60,Single,30,212,3.5,72,5.3,48,7,74,29,2025-04-25 15:38:16
18,Umraniye,Evening,20%,60,Single,30,218,3.1,70,5.1,48,7,83,27,2025-04-25 15:38:21
19,Umraniye,Evening,20%,60,Single,30,217,3.3,70,5.4,48,7,60,28,2025-04-25 15:38:26
20,Umraniye,Evening,20%,60,Single,30,210,3.2,72,5.0,48,7,86,26,2025-04-25 15:38:31
21,Umraniye,Evening,20%,60,Single,30,213,3.5,72,5.4,48,7,87,26,2025-04-25 15:38:36
22,Umraniye,Evening,20%,60,Single,30,212,3.4,72,5.2,48,7,86,30,2025-04-25 15:38:41
23,Umraniye,Evening,20%,60,Single,30,217,3.2,70,5.1,48,7,78,23,2025-04-25 15:38:46
24,Umraniye,Evening,20%,60,Single,30,216,3.3,72,5.1,48,7,102,30,2025-04-25 15:38:51
25,Umraniye,Evening,20%,60,Single,30,214,3.2,72,5.1,48,7,84,27,2025-04-25 15:38:56
26,Umraniye,Evening,20%,60,Single,30,217,3.5,72,5.3,48,7,101,28,2025-04-25 15:39:01
27,Umraniye,Evening,20%,60,Single,30,211,3.3,72,5.2,48,7,104,27,2025-04-25 15:39:06
28,Umraniye,Evening,20%,60,Single,30,212,3.4,70,5.2,48,7,88,30,2025-04-25 15:39:11
29,Umraniye,Evening,20%,60,Single,30,218,3.3,70,5.5,48,7,106,33,2025-04-25 15:39:16
30,Umraniye,Evening,20%,60,Single,30,210,3.3,72,5.2,48,7,96,34,2025-04-25 15:39:21
31,Umraniye,Evening,20%,60,Single,30,211,3.3,72,5.1,48,7,106,32,2025-04-25 15:39:26
32,Umraniye,Evening,20%,60,Single,30,211,3.3,72,5.2,48,7,90,28,2025-04-25 15:39:31
33,Umraniye,Evening,20%,60,Single,30,218,3.2,70,5.3,48,7,101,31,2025-04-25 15:39:36
34,Umraniye,Evening,20%,60,Single,30,213,3.5,70,5.4,48,7,102,21,2025-04-25 15:39:41
35,Umraniye,Evening,20%,60,Single,30,214,3.3,72,5.3,48,7,105,30,2025-04-25 15:39:46
36,Umraniye,Evening,20%,60,Single,30,214,3.2,72,5.1,48,7,109,29,2025-04-25 15:39:51
37,Umraniye,Evening,20%,60,Single,30,215,2.9,72,4.5,48,7,96,23,2025-04-25 15:39:56
38,Umraniye,Evening,20%,60,Single,30,208,3.3,72,5.3,48,7,101,26,2025-04-25 15:40:01
39,Umraniye,Evening,20%,60,Single,30,216,3.3,72,5.2,48,7,113,29,2025-04-25 15:40:06
40,Umraniye,Evening,20%,60,Single,30,212,3.3,70,5.5,48,7,105,29,2025-04-25 15:40:11
41,Umraniye,Evening,20%,60,Single,30,212,3.3,72,5.2,48,7,106,31,2025-04-25 15:40:16
42,Umraniye,Evening,20%,60,Single,30,210,3.4,70,5.4,48,7,103,34,2025-04-25 15:40:21
43,Umraniye,Evening,20%,60,Single,30,213,3.5,72,5.3,48,7,106,27,2025-04-25 15:40:26
44,Umraniye,Evening,20%,60,Single,30,216,3.3,72,5.2,48,7,99,24,2025-04-25 15:40:31
45,Umraniye,Evening,20%,60,Single,30,213,3.0,72,5.2,48,7,116,31,2025-04-25 15:40:36
46,Umraniye,Evening,20%,60,Single,30,210,3.4,70,5.3,48,7,109,32,2025-04-25 15:40:41
47,Umraniye,Evening,20%,60,Single,30,215,3.1,72,5.1,48,7,102,32,2025-04-25 15:40:46
48,Umraniye,Evening,20%,60,Single,30,219,3.1,72,5.0,48,7,113,30,2025-04-25 15:40:51
49,Umraniye,Evening,20%,60,Single,30,211,3.2,70,5.2,48,7,100,35,2025-04-25 15:40:56
50,Umraniye,Evening,20%,60,Single,30,211,3.0,72,4.6,48,7,106,27,2025-04-25 15:41:01
51,Umraniye,Evening,20%,60,Single,30,217,3.1,72,4.9,48,7,121,34,2025-04-25 15:41:06
52,Umraniye,Evening,20%,60,Single,30,217,3.2,72,5.2,48,7,104,24,2025-04-25 15:41:11
53,Umraniye,Evening,20%,60,Single,30,214,2.9,70,4.6,48,7,114,20,2025-04-25 15:41:16
