index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Evening,20%,60,Single,480,216,3.1,72,5.1,48,7,30,31,2025-05-02 15:09:45
1,Umraniye,Evening,20%,60,Single,480,210,3.3,72,5.1,48,7,29,27,2025-05-02 15:09:50
2,Umraniye,Evening,20%,60,Single,480,219,3.3,72,5.3,48,7,41,32,2025-05-02 15:09:55
3,Umraniye,Evening,20%,60,Single,480,214,3.2,72,5.0,48,7,41,25,2025-05-02 15:10:00
4,Umraniye,Evening,20%,60,Single,480,219,3.2,72,5.0,48,7,38,24,2025-05-02 15:10:05
5,Umraniye,Evening,20%,60,Single,480,215,3.1,70,5.3,48,7,46,29,2025-05-02 15:10:10
6,Umraniye,Evening,20%,60,Single,480,209,3.3,72,5.2,48,7,36,27,2025-05-02 15:10:15
7,Umraniye,Evening,20%,60,Single,480,213,3.0,72,5.0,48,7,52,29,2025-05-02 15:10:20
8,Umraniye,Evening,20%,60,Single,480,213,3.5,72,5.3,48,7,65,28,2025-05-02 15:10:25
9,Umraniye,Evening,20%,60,Single,480,216,3.2,72,4.9,48,7,55,26,2025-05-02 15:10:30
10,Umraniye,Evening,20%,60,Single,480,211,3.4,72,5.1,48,7,53,27,2025-05-02 15:10:35
11,Umraniye,Evening,20%,60,Single,480,214,3.3,72,5.2,48,7,75,20,2025-05-02 15:10:40
12,Umraniye,Evening,20%,60,Single,480,216,3.2,72,5.0,48,7,75,33,2025-05-02 15:10:45
13,Umraniye,Evening,20%,60,Single,480,212,3.3,72,5.3,48,7,73,26,2025-05-02 15:10:50
14,Umraniye,Evening,20%,60,Single,480,215,2.7,72,4.6,48,7,75,30,2025-05-02 15:10:55
15,Umraniye,Evening,20%,60,Single,480,212,3.4,70,5.4,48,7,64,21,2025-05-02 15:11:00
