index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Morning,80%,20,Single,240,210,7.3,162,9.2,54,24,19,19.0,2025-03-20 08:46:54
1,Umraniye,Morning,80%,20,Single,240,212,7.3,162,9.2,54,24,19,19.0,2025-03-20 08:46:59
2,Umraniye,Morning,80%,20,Single,240,210,7.1,162,9.5,54,24,21,21.0,2025-03-20 08:47:04
3,Umraniye,Morning,80%,20,Single,240,210,7.4,162,8.5,54,24,24,19.0,2025-03-20 08:47:09
4,Umraniye,Morning,80%,20,Single,240,210,7.4,138,9.1,54,24,28,19.0,2025-03-20 08:47:14
5,Umraniye,Morning,80%,20,Single,240,210,7.3,162,9.2,54,24,30,16.0,2025-03-20 08:47:19
6,Umraniye,Morning,80%,20,Single,240,206,7.5,162,9.2,54,24,31,17.0,2025-03-20 08:47:24
7,Umraniye,Morning,80%,20,Single,240,206,7.4,162,9.3,54,24,31,20.0,2025-03-20 08:47:29
8,Umraniye,Morning,80%,20,Single,240,208,7.7,162,9.1,54,24,33,17.0,2025-03-20 08:47:34
9,Umraniye,Morning,80%,20,Single,240,210,7.3,162,9.6,54,24,33,19.0,2025-03-20 08:47:39
10,Umraniye,Morning,80%,20,Single,240,208,7.3,162,9.3,54,24,33,20.0,2025-03-20 08:47:44
11,Umraniye,Morning,80%,20,Single,240,210,7.4,162,9.6,54,24,33,21.0,2025-03-20 08:47:49
12,Umraniye,Morning,80%,20,Single,240,208,7.1,162,9.2,54,24,35,20.0,2025-03-20 08:47:54
13,Umraniye,Morning,80%,20,Single,240,210,7.1,162,9.1,54,24,35,23.0,2025-03-20 08:47:59
14,Umraniye,Morning,80%,20,Single,240,208,7.1,162,9.1,54,24,37,17.0,2025-03-20 08:48:04
15,Umraniye,Morning,80%,20,Single,240,208,7.5,162,9.2,54,24,37,18.0,2025-03-20 08:48:09
16,Umraniye,Morning,80%,20,Single,240,202,7.5,162,9.3,54,24,37,20.0,2025-03-20 08:48:14
17,Umraniye,Morning,80%,20,Single,240,208,7.7,162,9.2,54,24,38,22.0,2025-03-20 08:48:19
