index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Evening,80%,20,Single,240,208,7.7,162,9.3,54,24,76,24,2025-05-13 15:25:24
1,Umraniye,Evening,80%,20,Single,240,212,7.4,162,9.4,54,24,75,23,2025-05-13 15:25:29
2,Umraniye,Evening,80%,20,Single,240,206,7.4,162,9.3,54,24,75,25,2025-05-13 15:25:34
3,Umraniye,Evening,80%,20,Single,240,210,7.4,138,9.1,54,24,75,24,2025-05-13 15:25:39
4,Umraniye,Evening,80%,20,Single,240,208,7.4,166,9.4,54,24,73,26,2025-05-13 15:25:44
5,Umraniye,Evening,80%,20,Single,240,206,7.4,162,9.1,54,24,72,27,2025-05-13 15:25:49
6,Umraniye,Evening,80%,20,Single,240,210,7.0,162,9.6,54,24,72,27,2025-05-13 15:25:54
7,Umraniye,Evening,80%,20,Single,240,212,7.5,162,9.5,54,24,73,29,2025-05-13 15:25:59
8,Umraniye,Evening,80%,20,Single,240,210,7.3,160,8.0,54,24,77,25,2025-05-13 15:26:04
9,Umraniye,Evening,80%,20,Single,240,208,7.4,162,9.1,54,24,77,27,2025-05-13 15:26:09
10,Umraniye,Evening,80%,20,Single,240,208,7.5,162,8.6,54,24,79,26,2025-05-13 15:26:14
11,Umraniye,Evening,80%,20,Single,240,210,7.3,162,9.6,54,24,80,25,2025-05-13 15:26:19
12,Umraniye,Evening,80%,20,Single,240,208,7.6,162,9.2,54,24,81,23,2025-05-13 15:26:24
13,Umraniye,Evening,80%,20,Single,240,208,7.4,162,9.0,54,24,82,24,2025-05-13 15:26:29
14,Umraniye,Evening,80%,20,Single,240,210,7.4,162,9.2,54,24,81,27,2025-05-13 15:26:34
15,Umraniye,Evening,80%,20,Single,240,210,7.1,162,9.5,54,24,83,23,2025-05-13 15:26:39
16,Umraniye,Evening,80%,20,Single,240,206,7.7,162,9.3,54,24,83,24,2025-05-13 15:26:44
17,Umraniye,Evening,80%,20,Single,240,210,7.0,164,9.5,54,24,82,26,2025-05-13 15:26:49
18,Umraniye,Evening,80%,20,Single,240,210,7.4,162,8.5,54,24,84,23,2025-05-13 15:26:54
19,Umraniye,Evening,80%,20,Single,240,206,7.3,162,9.3,54,24,83,29,2025-05-13 15:26:59
20,Umraniye,Evening,80%,20,Single,240,208,7.6,162,9.3,54,24,84,24,2025-05-13 15:27:04
21,Umraniye,Evening,80%,20,Single,240,206,7.4,162,9.1,54,24,85,24,2025-05-13 15:27:09
22,Umraniye,Evening,80%,20,Single,240,208,7.5,162,9.1,54,24,84,29,2025-05-13 15:27:14
23,Umraniye,Evening,80%,20,Single,240,208,7.6,162,9.3,54,24,84,26,2025-05-13 15:27:19
24,Umraniye,Evening,80%,20,Single,240,210,7.3,162,9.1,54,24,86,24,2025-05-13 15:27:24
25,Umraniye,Evening,80%,20,Single,240,210,7.5,162,9.2,54,24,86,25,2025-05-13 15:27:29
26,Umraniye,Evening,80%,20,Single,240,208,7.1,162,9.1,54,24,87,24,2025-05-13 15:27:34
27,Umraniye,Evening,80%,20,Single,240,208,7.4,162,9.1,54,24,85,29,2025-05-13 15:27:39
28,Umraniye,Evening,80%,20,Single,240,210,7.3,162,9.2,54,24,87,24,2025-05-13 15:27:44
29,Umraniye,Evening,80%,20,Single,240,208,7.5,162,9.2,54,24,87,24,2025-05-13 15:27:49
30,Umraniye,Evening,80%,20,Single,240,210,7.5,162,9.5,54,24,86,30,2025-05-13 15:27:54
31,Umraniye,Evening,80%,20,Single,240,210,7.1,162,9.5,54,24,87,25,2025-05-13 15:27:59
32,Umraniye,Evening,80%,20,Single,240,210,7.3,162,9.1,54,24,87,30,2025-05-13 15:28:04
