index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Morning,80%,40,Single,60,204,4.6,166,3.9,54,9,25,25,2025-04-21 09:33:58
1,Umraniye,Morning,80%,40,Single,60,208,3.9,166,3.8,54,9,29,26,2025-04-21 09:34:03
2,Umraniye,Morning,80%,40,Single,60,210,4.2,162,4.0,54,9,36,27,2025-04-21 09:34:08
3,Umraniye,Morning,80%,40,Single,60,216,4.4,162,4.7,54,9,32,23,2025-04-21 09:34:13
4,Umraniye,Morning,80%,40,Single,60,210,4.5,164,4.0,54,9,38,27,2025-04-21 09:34:18
5,Umraniye,Morning,80%,40,Single,60,216,3.9,162,4.0,54,9,45,28,2025-04-21 09:34:23
6,Umraniye,Morning,80%,40,Single,60,210,4.1,164,3.8,54,9,43,27,2025-04-21 09:34:28
7,Umraniye,Morning,80%,40,Single,60,212,4.2,164,3.7,54,9,45,27,2025-04-21 09:34:33
8,Umraniye,Morning,80%,40,Single,60,214,4.3,162,3.7,54,9,43,28,2025-04-21 09:34:38
9,Umraniye,Morning,80%,40,Single,60,212,4.3,164,4.0,54,9,48,26,2025-04-21 09:34:43
10,Umraniye,Morning,80%,40,Single,60,218,4.4,164,3.8,54,9,51,30,2025-04-21 09:34:48
11,Umraniye,Morning,80%,40,Single,60,214,4.4,164,3.9,54,9,50,33,2025-04-21 09:34:53
12,Umraniye,Morning,80%,40,Single,60,210,4.1,164,3.8,54,9,53,26,2025-04-21 09:34:58
13,Umraniye,Morning,80%,40,Single,60,210,4.0,162,3.8,54,9,55,30,2025-04-21 09:35:03
14,Umraniye,Morning,80%,40,Single,60,210,4.8,162,4.1,54,9,67,27,2025-04-21 09:35:08
15,Umraniye,Morning,80%,40,Single,60,210,4.1,162,3.8,54,9,71,29,2025-04-21 09:35:13
16,Umraniye,Morning,80%,40,Single,60,212,3.8,164,3.8,54,9,64,33,2025-04-21 09:35:18
17,Umraniye,Morning,80%,40,Single,60,212,4.4,164,3.8,54,9,69,30,2025-04-21 09:35:23
18,Umraniye,Morning,80%,40,Single,60,210,4.5,162,3.8,54,9,49,22,2025-04-21 09:35:28
19,Umraniye,Morning,80%,40,Single,60,210,4.2,164,3.8,54,9,69,30,2025-04-21 09:35:33
20,Umraniye,Morning,80%,40,Single,60,210,4.6,160,4.2,54,9,80,32,2025-04-21 09:35:38
21,Umraniye,Morning,80%,40,Single,60,212,3.9,162,3.7,54,9,83,27,2025-04-21 09:35:43
22,Umraniye,Morning,80%,40,Single,60,214,4.4,166,3.6,54,9,73,31,2025-04-21 09:35:48
23,Umraniye,Morning,80%,40,Single,60,214,3.9,158,4.1,54,9,87,26,2025-04-21 09:35:53
24,Umraniye,Morning,80%,40,Single,60,212,3.5,160,3.7,54,9,62,23,2025-04-21 09:35:58
25,Umraniye,Morning,80%,40,Single,60,208,4.4,164,3.9,54,9,70,28,2025-04-21 09:36:03
26,Umraniye,Morning,80%,40,Single,60,214,4.3,162,3.9,54,9,88,22,2025-04-21 09:36:08
27,Umraniye,Morning,80%,40,Single,60,210,4.2,166,3.8,54,9,98,27,2025-04-21 09:36:13
28,Umraniye,Morning,80%,40,Single,60,212,4.3,166,3.7,54,9,92,32,2025-04-21 09:36:18
29,Umraniye,Morning,80%,40,Single,60,212,4.2,164,4.1,54,9,84,21,2025-04-21 09:36:23
30,Umraniye,Morning,80%,40,Single,60,210,4.0,166,3.9,54,9,59,24,2025-04-21 09:36:28
31,Umraniye,Morning,80%,40,Single,60,212,4.9,162,4.5,54,9,62,24,2025-04-21 09:36:33
32,Umraniye,Morning,80%,40,Single,60,218,4.0,164,4.4,54,9,93,28,2025-04-21 09:36:38
33,Umraniye,Morning,80%,40,Single,60,210,4.4,164,4.0,54,9,88,27,2025-04-21 09:36:43
34,Umraniye,Morning,80%,40,Single,60,210,4.7,164,4.0,54,9,83,33,2025-04-21 09:36:48
35,Umraniye,Morning,80%,40,Single,60,212,5.2,162,4.4,54,9,96,31,2025-04-21 09:36:53
36,Umraniye,Morning,80%,40,Single,60,216,3.9,164,3.8,54,9,98,30,2025-04-21 09:36:58
37,Umraniye,Morning,80%,40,Single,60,210,4.5,160,3.8,54,9,104,29,2025-04-21 09:37:03
38,Umraniye,Morning,80%,40,Single,60,214,3.9,166,3.9,54,9,99,29,2025-04-21 09:37:08
39,Umraniye,Morning,80%,40,Single,60,216,4.5,166,4.2,54,9,107,25,2025-04-21 09:37:13
40,Umraniye,Morning,80%,40,Single,60,212,4.4,162,4.1,54,9,100,31,2025-04-21 09:37:18
41,Umraniye,Morning,80%,40,Single,60,212,3.5,162,3.7,54,9,100,24,2025-04-21 09:37:23
42,Umraniye,Morning,80%,40,Single,60,210,4.3,164,4.0,54,9,110,31,2025-04-21 09:37:28
43,Umraniye,Morning,80%,40,Single,60,212,4.2,162,3.8,54,9,93,32,2025-04-21 09:37:33
44,Umraniye,Morning,80%,40,Single,60,208,4.4,160,4.4,54,9,119,29,2025-04-21 09:37:38
45,Umraniye,Morning,80%,40,Single,60,212,4.8,162,4.0,54,9,105,27,2025-04-21 09:37:43
46,Umraniye,Morning,80%,40,Single,60,214,4.8,160,4.5,54,9,107,29,2025-04-21 09:37:48
47,Umraniye,Morning,80%,40,Single,60,212,4.3,164,3.8,54,9,108,18,2025-04-21 09:37:53
48,Umraniye,Morning,80%,40,Single,60,214,5.0,162,4.0,54,9,116,29,2025-04-21 09:37:58
49,Umraniye,Morning,80%,40,Single,60,210,4.1,162,3.7,54,9,111,28,2025-04-21 09:38:03
50,Umraniye,Morning,80%,40,Single,60,210,4.5,160,3.9,54,9,88,28,2025-04-21 09:38:08
