index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Morning,20%,40,Single,30,212,4.7,162,4.1,48,12,126,35,2025-03-27 09:41:29
1,Umraniye,Morning,20%,40,Single,30,212,4.7,164,4.7,48,12,126,29,2025-03-27 09:41:34
2,Umraniye,Morning,20%,40,Single,30,214,4.1,164,4.6,48,12,126,29,2025-03-27 09:41:39
3,Umraniye,Morning,20%,40,Single,30,210,5.3,162,4.5,48,12,126,32,2025-03-27 09:41:44
4,Umraniye,Morning,20%,40,Single,30,212,4.9,164,4.1,48,12,126,34,2025-03-27 09:41:49
5,Umraniye,Morning,20%,40,Single,30,214,4.6,166,4.4,48,12,126,31,2025-03-27 09:41:54
6,Umraniye,Morning,20%,40,Single,30,216,4.3,162,4.4,48,12,126,32,2025-03-27 09:41:59
7,Umraniye,Morning,20%,40,Single,30,210,4.9,162,4.6,48,12,126,33,2025-03-27 09:42:04
8,Umraniye,Morning,20%,40,Single,30,212,4.5,162,4.1,48,12,126,30,2025-03-27 09:42:09
9,Umraniye,Morning,20%,40,Single,30,216,4.5,160,4.2,48,12,126,34,2025-03-27 09:42:14
10,Umraniye,Morning,20%,40,Single,30,212,4.5,162,4.4,48,12,126,30,2025-03-27 09:42:19
11,Umraniye,Morning,20%,40,Single,30,212,5.5,162,4.2,48,12,126,34,2025-03-27 09:42:24
12,Umraniye,Morning,20%,40,Single,30,216,4.5,158,4.1,48,12,126,28,2025-03-27 09:42:29
13,Umraniye,Morning,20%,40,Single,30,212,5.1,162,4.8,48,12,126,34,2025-03-27 09:42:34
14,Umraniye,Morning,20%,40,Single,30,212,5.0,160,4.8,48,12,126,30,2025-03-27 09:42:39
15,Umraniye,Morning,20%,40,Single,30,216,5.3,166,4.1,48,12,126,34,2025-03-27 09:42:44
16,Umraniye,Morning,20%,40,Single,30,214,4.8,162,4.0,48,12,126,34,2025-03-27 09:42:49
17,Umraniye,Morning,20%,40,Single,30,210,4.3,162,4.2,48,12,126,32,2025-03-27 09:42:54
18,Umraniye,Morning,20%,40,Single,30,216,4.6,164,4.1,48,12,126,33,2025-03-27 09:42:59
19,Umraniye,Morning,20%,40,Single,30,212,4.1,160,4.3,48,12,126,29,2025-03-27 09:43:04
20,Umraniye,Morning,20%,40,Single,30,212,4.6,166,4.1,48,12,126,32,2025-03-27 09:43:09
21,Umraniye,Morning,20%,40,Single,30,214,5.5,160,4.5,48,12,126,30,2025-03-27 09:43:14
22,Umraniye,Morning,20%,40,Single,30,212,4.3,162,4.2,48,12,126,28,2025-03-27 09:43:19
23,Umraniye,Morning,20%,40,Single,30,210,5.0,162,4.6,48,12,126,31,2025-03-27 09:43:24
24,Umraniye,Morning,20%,40,Single,30,212,4.9,164,4.6,48,12,126,30,2025-03-27 09:43:29
