index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Morning,20%,20,Single,480,206,8.1,152,8.7,48,30,23,23,2025-04-07 09:09:08
1,Umraniye,Morning,20%,20,Single,480,212,7.9,160,8.6,48,30,33,31,2025-04-07 09:09:13
2,Umraniye,Morning,20%,20,Single,480,208,8.2,162,9.9,48,30,34,31,2025-04-07 09:09:18
3,Umraniye,Morning,20%,20,Single,480,212,8.1,154,9.8,48,30,33,31,2025-04-07 09:09:23
4,Umraniye,Morning,20%,20,Single,480,210,8.2,162,10.2,48,30,27,23,2025-04-07 09:09:28
5,Umraniye,Morning,20%,20,Single,480,208,7.9,162,9.5,48,30,34,29,2025-04-07 09:09:33
6,Umraniye,Morning,20%,20,Single,480,210,8.5,162,9.8,48,30,36,30,2025-04-07 09:09:38
7,Umraniye,Morning,20%,20,Single,480,212,8.2,162,10.1,48,30,32,24,2025-04-07 09:09:43
8,Umraniye,Morning,20%,20,Single,480,214,8.1,162,9.4,48,30,37,28,2025-04-07 09:09:48
9,Umraniye,Morning,20%,20,Single,480,208,8.3,162,9.9,48,30,37,28,2025-04-07 09:09:53
10,Umraniye,Morning,20%,20,Single,480,210,8.1,148,9.2,48,30,44,34,2025-04-07 09:09:58
11,Umraniye,Morning,20%,20,Single,480,208,8.0,162,9.5,48,30,46,35,2025-04-07 09:10:03
12,Umraniye,Morning,20%,20,Single,480,208,8.1,162,9.3,48,30,34,22,2025-04-07 09:10:08
13,Umraniye,Morning,20%,20,Single,480,210,8.1,162,9.2,48,30,49,37,2025-04-07 09:10:13
14,Umraniye,Morning,20%,20,Single,480,210,8.1,162,9.8,48,30,39,25,2025-04-07 09:10:18
15,Umraniye,Morning,20%,20,Single,480,210,8.5,162,10.1,48,30,46,31,2025-04-07 09:10:23
16,Umraniye,Morning,20%,20,Single,480,214,8.2,162,9.6,48,30,47,31,2025-04-07 09:10:28
17,Umraniye,Morning,20%,20,Single,480,212,8.1,162,9.8,48,30,42,25,2025-04-07 09:10:33
18,Umraniye,Morning,20%,20,Single,480,210,8.0,162,9.7,48,30,47,30,2025-04-07 09:10:38
19,Umraniye,Morning,20%,20,Single,480,212,8.0,162,9.8,48,30,47,28,2025-04-07 09:10:43
20,Umraniye,Morning,20%,20,Single,480,212,8.5,162,10.0,48,30,50,30,2025-04-07 09:10:48
21,Umraniye,Morning,20%,20,Single,480,206,8.3,162,9.9,48,30,50,29,2025-04-07 09:10:53
22,Umraniye,Morning,20%,20,Single,480,208,8.2,162,9.6,48,30,53,32,2025-04-07 09:10:58
23,Umraniye,Morning,20%,20,Single,480,208,7.9,162,9.5,48,30,51,28,2025-04-07 09:11:03
24,Umraniye,Morning,20%,20,Single,480,206,8.2,162,9.9,48,30,51,27,2025-04-07 09:11:08
25,Umraniye,Morning,20%,20,Single,480,208,8.1,162,8.3,48,30,55,32,2025-04-07 09:11:13
26,Umraniye,Morning,20%,20,Single,480,210,8.1,150,9.8,48,30,55,30,2025-04-07 09:11:18
27,Umraniye,Morning,20%,20,Single,480,212,8.2,162,9.9,48,30,56,31,2025-04-07 09:11:23
28,Umraniye,Morning,20%,20,Single,480,212,8.2,160,9.8,48,30,53,26,2025-04-07 09:11:28
29,Umraniye,Morning,20%,20,Single,480,210,8.1,162,9.9,48,30,54,24,2025-04-07 09:11:33
30,Umraniye,Morning,20%,20,Single,480,212,8.2,162,10.2,48,30,54,26,2025-04-07 09:11:38
31,Umraniye,Morning,20%,20,Single,480,208,7.9,162,9.6,48,30,55,26,2025-04-07 09:11:43
32,Umraniye,Morning,20%,20,Single,480,208,8.3,162,9.9,48,30,59,31,2025-04-07 09:11:48
33,Umraniye,Morning,20%,20,Single,480,210,8.2,162,10.1,48,30,62,31,2025-04-07 09:11:53
34,Umraniye,Morning,20%,20,Single,480,210,8.3,164,9.9,48,30,59,27,2025-04-07 09:11:58
35,Umraniye,Morning,20%,20,Single,480,206,8.1,144,9.8,48,30,63,33,2025-04-07 09:12:03
36,Umraniye,Morning,20%,20,Single,480,212,8.2,162,10.1,48,30,64,33,2025-04-07 09:12:08
37,Umraniye,Morning,20%,20,Single,480,204,8.0,164,9.3,48,30,62,29,2025-04-07 09:12:13
38,Umraniye,Morning,20%,20,Single,480,204,8.5,164,10.0,48,30,60,25,2025-04-07 09:12:18
39,Umraniye,Morning,20%,20,Single,480,208,8.1,162,9.4,48,30,67,33,2025-04-07 09:12:23
40,Umraniye,Morning,20%,20,Single,480,212,8.1,162,9.6,48,30,62,28,2025-04-07 09:12:28
41,Umraniye,Morning,20%,20,Single,480,212,8.1,160,8.9,48,30,65,28,2025-04-07 09:12:33
42,Umraniye,Morning,20%,20,Single,480,216,8.1,160,10.0,48,30,65,27,2025-04-07 09:12:38
43,Umraniye,Morning,20%,20,Single,480,208,8.2,162,9.8,48,30,65,25,2025-04-07 09:12:43
44,Umraniye,Morning,20%,20,Single,480,212,8.1,162,9.8,48,30,64,23,2025-04-07 09:12:48
45,Umraniye,Morning,20%,20,Single,480,210,8.2,162,9.7,48,30,69,30,2025-04-07 09:12:53
46,Umraniye,Morning,20%,20,Single,480,210,8.1,164,9.9,48,30,67,25,2025-04-07 09:12:58
47,Umraniye,Morning,20%,20,Single,480,214,7.9,162,9.7,48,30,74,39,2025-04-07 09:13:03
48,Umraniye,Morning,20%,20,Single,480,208,8.0,162,9.3,48,30,68,24,2025-04-07 09:13:08
