index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Noon,20%,20,Single,60,206,8.1,162,8.7,48,30,96,36.0,2025-03-13 10:59:49
1,Umraniye,Noon,20%,20,Single,60,208,7.9,162,9.5,48,30,96,39.0,2025-03-13 10:59:53
2,Umraniye,Noon,20%,20,Single,60,208,7.9,162,9.5,48,30,99,36.0,2025-03-13 10:59:59
3,Umraniye,Noon,20%,20,Single,60,212,8.0,162,9.4,48,30,102,36.0,2025-03-13 11:00:04
4,Umraniye,Noon,20%,20,Single,60,208,8.0,162,9.3,48,30,103,35.0,2025-03-13 11:00:09
5,Umraniye,Noon,20%,20,Single,60,206,8.1,162,9.6,48,30,106,30.0,2025-03-13 11:00:14
6,Umraniye,Noon,20%,20,Single,60,210,8.0,162,9.3,48,30,105,34.0,2025-03-13 11:00:19
7,Umraniye,Noon,20%,20,Single,60,206,8.0,162,9.3,48,30,106,31.0,2025-03-13 11:00:24
8,Umraniye,Noon,20%,20,Single,60,212,7.9,162,9.5,48,30,105,32.0,2025-03-13 11:00:29
9,Umraniye,Noon,20%,20,Single,60,210,7.7,162,9.2,48,30,108,28.0,2025-03-13 11:00:34
10,Umraniye,Noon,20%,20,Single,60,208,8.0,162,9.5,48,30,108,29.0,2025-03-13 11:00:39
11,Umraniye,Noon,20%,20,Single,60,208,8.1,164,9.3,48,30,109,28.0,2025-03-13 11:00:44
12,Umraniye,Noon,20%,20,Single,60,210,8.1,164,9.5,48,30,109,28.0,2025-03-13 11:00:49
13,Umraniye,Noon,20%,20,Single,60,208,8.0,162,9.5,48,30,107,33.0,2025-03-13 11:00:54
14,Umraniye,Noon,20%,20,Single,60,208,8.2,144,9.6,48,30,109,32.0,2025-03-13 11:00:59
15,Umraniye,Noon,20%,20,Single,60,210,8.2,164,9.6,48,30,110,28.0,2025-03-13 11:01:04
16,Umraniye,Noon,20%,20,Single,60,210,8.0,162,9.6,48,30,110,28.0,2025-03-13 11:01:09
17,Umraniye,Noon,20%,20,Single,60,206,7.9,162,9.6,48,30,109,31.0,2025-03-13 11:01:14
18,Umraniye,Noon,20%,20,Single,60,208,8.1,162,9.7,48,30,111,27.0,2025-03-13 11:01:19
19,Umraniye,Noon,20%,20,Single,60,212,8.1,162,9.6,48,30,111,27.0,2025-03-13 11:01:24
20,Umraniye,Noon,20%,20,Single,60,208,8.2,164,8.6,48,30,110,32.0,2025-03-13 11:01:29
21,Umraniye,Noon,20%,20,Single,60,208,8.0,162,9.3,48,30,112,29.0,2025-03-13 11:01:34
22,Umraniye,Noon,20%,20,Single,60,204,8.0,162,9.4,48,30,111,29.0,2025-03-13 11:01:39
23,Umraniye,Noon,20%,20,Single,60,208,8.0,162,9.4,48,30,111,32.0,2025-03-13 11:01:44
24,Umraniye,Noon,20%,20,Single,60,204,8.0,162,9.4,48,30,110,33.0,2025-03-13 11:01:49
25,Umraniye,Noon,20%,20,Single,60,208,8.0,162,9.4,48,30,110,32.0,2025-03-13 11:01:54
26,Umraniye,Noon,20%,20,Single,60,210,8.2,162,9.4,48,30,113,27.0,2025-03-13 11:01:59
27,Umraniye,Noon,20%,20,Single,60,204,8.0,162,9.4,48,30,113,28.0,2025-03-13 11:02:04
28,Umraniye,Noon,20%,20,Single,60,206,7.6,162,9.4,48,30,112,31.0,2025-03-13 11:02:09
29,Umraniye,Noon,20%,20,Single,60,208,7.9,162,9.2,48,30,112,33.0,2025-03-13 11:02:14
30,Umraniye,Noon,20%,20,Single,60,204,8.1,162,9.5,48,30,112,31.0,2025-03-13 11:02:19
31,Umraniye,Noon,20%,20,Single,60,210,7.9,162,9.3,48,30,112,32.0,2025-03-13 11:02:24
32,Umraniye,Noon,20%,20,Single,60,210,7.6,162,9.5,48,30,113,30.0,2025-03-13 11:02:29
33,Umraniye,Noon,20%,20,Single,60,206,7.9,160,9.0,48,30,112,33.0,2025-03-13 11:02:34
34,Umraniye,Noon,20%,20,Single,60,210,8.0,162,9.6,48,30,113,29.0,2025-03-13 11:02:39
35,Umraniye,Noon,20%,20,Single,60,210,8.0,162,9.4,48,30,114,28.0,2025-03-13 11:02:44
36,Umraniye,Noon,20%,20,Single,60,208,7.9,160,8.9,48,30,113,33.0,2025-03-13 11:02:49
37,Umraniye,Noon,20%,20,Single,60,212,8.1,162,9.5,48,30,113,31.0,2025-03-13 11:02:54
38,Umraniye,Noon,20%,20,Single,60,210,7.9,162,9.6,48,30,115,28.0,2025-03-13 11:02:59
39,Umraniye,Noon,20%,20,Single,60,210,7.9,162,9.4,48,30,114,29.0,2025-03-13 11:03:04
40,Umraniye,Noon,20%,20,Single,60,208,8.0,164,9.6,48,30,114,30.0,2025-03-13 11:03:09
41,Umraniye,Noon,20%,20,Single,60,206,7.9,162,9.6,48,30,113,32.0,2025-03-13 11:03:14
42,Umraniye,Noon,20%,20,Single,60,208,7.9,162,9.5,48,30,115,28.0,2025-03-13 11:03:19
43,Umraniye,Noon,20%,20,Single,60,212,8.0,162,9.5,48,30,115,28.0,2025-03-13 11:03:24
44,Umraniye,Noon,20%,20,Single,60,208,7.9,166,9.3,48,30,115,28.0,2025-03-13 11:03:29
45,Umraniye,Noon,20%,20,Single,60,208,7.9,162,9.5,48,30,115,28.0,2025-03-13 11:03:34
46,Umraniye,Noon,20%,20,Single,60,210,8.1,162,9.4,48,30,114,33.0,2025-03-13 11:03:39
47,Umraniye,Noon,20%,20,Single,60,204,8.1,162,9.7,48,30,115,33.0,2025-03-13 11:03:44
48,Umraniye,Noon,20%,20,Single,60,208,8.1,162,9.7,48,30,115,29.0,2025-03-13 11:03:49
49,Umraniye,Noon,20%,20,Single,60,208,7.9,162,9.6,48,30,115,31.0,2025-03-13 11:03:54
50,Umraniye,Noon,20%,20,Single,60,204,8.1,162,9.7,48,30,115,30.0,2025-03-13 11:03:59
51,Umraniye,Noon,20%,20,Single,60,204,7.9,162,9.7,48,30,116,32.0,2025-03-13 11:04:04
