index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Morning,20%,20,Single,60,212,8.2,162,10.1,48,30,21,20,2025-03-06 09:21:38
1,Umraniye,Morning,20%,20,Single,60,210,8.1,162,10.1,48,30,22,22,2025-03-06 09:21:43
2,Umraniye,Morning,20%,20,Single,60,206,6.4,116,11.4,48,30,24,20,2025-03-06 09:21:48
3,Umraniye,Morning,20%,20,Single,60,200,8.3,164,10.1,48,30,25,19,2025-03-06 09:21:53
4,Umraniye,Morning,20%,20,Single,60,210,6.4,114,13.0,48,30,28,21,2025-03-06 09:21:58
5,Umraniye,Morning,20%,20,Single,60,214,8.3,162,10.4,48,30,31,19,2025-03-06 09:22:03
6,Umraniye,Morning,20%,20,Single,60,212,8.3,162,10.5,48,30,31,22,2025-03-06 09:22:08
7,Umraniye,Morning,20%,20,Single,60,210,8.3,162,10.4,48,30,33,20,2025-03-06 09:22:13
8,Umraniye,Morning,20%,20,Single,60,212,8.3,160,10.4,48,30,34,20,2025-03-06 09:22:18
9,Umraniye,Morning,20%,20,Single,60,212,8.2,162,10.4,48,30,34,20,2025-03-06 09:22:23
10,Umraniye,Morning,20%,20,Single,60,216,8.3,162,10.5,48,30,36,19,2025-03-06 09:22:28
11,Umraniye,Morning,20%,20,Single,60,212,8.3,162,10.5,48,30,36,23,2025-03-06 09:22:33
12,Umraniye,Morning,20%,20,Single,60,210,8.2,162,10.4,48,30,38,20,2025-03-06 09:22:38
13,Umraniye,Morning,20%,20,Single,60,210,8.3,162,10.4,48,30,39,21,2025-03-06 09:22:43
14,Umraniye,Morning,20%,20,Single,60,212,8.3,162,10.4,48,30,39,23,2025-03-06 09:22:48
15,Umraniye,Morning,20%,20,Single,60,212,8.3,162,10.5,48,30,39,20,2025-03-06 09:22:53
16,Umraniye,Morning,20%,20,Single,60,216,8.2,162,10.5,48,30,40,23,2025-03-06 09:22:58
17,Umraniye,Morning,20%,20,Single,60,212,8.5,162,10.5,48,30,41,21,2025-03-06 09:23:03
18,Umraniye,Morning,20%,20,Single,60,210,8.5,162,10.5,48,30,42,23,2025-03-06 09:23:08
19,Umraniye,Morning,20%,20,Single,60,216,8.3,164,10.4,48,30,43,24,2025-03-06 09:23:13
20,Umraniye,Morning,20%,20,Single,60,210,8.5,162,10.4,48,30,44,24,2025-03-06 09:23:18
21,Umraniye,Morning,20%,20,Single,60,208,8.2,162,10.4,48,30,45,21,2025-03-06 09:23:23
22,Umraniye,Morning,20%,20,Single,60,214,8.3,160,10.5,48,30,45,23,2025-03-06 09:23:28
23,Umraniye,Morning,20%,20,Single,60,210,8.2,162,10.4,48,30,47,21,2025-03-06 09:23:33
24,Umraniye,Morning,20%,20,Single,60,214,8.1,162,10.4,48,30,47,24,2025-03-06 09:23:38
25,Umraniye,Morning,20%,20,Single,60,214,8.3,162,10.5,48,30,47,21,2025-03-06 09:23:43
26,Umraniye,Morning,20%,20,Single,60,210,8.2,162,10.4,48,30,49,23,2025-03-06 09:23:48
27,Umraniye,Morning,20%,20,Single,60,212,8.2,162,10.4,48,30,50,22,2025-03-06 09:23:53
28,Umraniye,Morning,20%,20,Single,60,212,8.6,162,10.2,48,30,50,22,2025-03-06 09:23:58
29,Umraniye,Morning,20%,20,Single,60,210,8.2,162,10.6,48,30,51,25,2025-03-06 09:24:03
30,Umraniye,Morning,20%,20,Single,60,214,8.2,162,10.5,48,30,51,25,2025-03-06 09:24:08
31,Umraniye,Morning,20%,20,Single,60,212,8.3,164,10.3,48,30,51,25,2025-03-06 09:24:13
32,Umraniye,Morning,20%,20,Single,60,210,8.3,162,10.4,48,30,52,25,2025-03-06 09:24:18
