index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Noon,20%,20,Single,60,208,8.1,158,10.1,48,30,39,27,2025-03-07 13:17:18
1,Umraniye,Noon,20%,20,Single,60,210,8.3,162,10.0,48,30,42,29,2025-03-07 13:17:23
2,Umraniye,Noon,20%,20,Single,60,214,8.1,162,9.9,48,30,42,28,2025-03-07 13:17:28
3,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.3,48,30,45,26,2025-03-07 13:17:33
4,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.3,48,30,46,25,2025-03-07 13:17:38
5,Umraniye,Noon,20%,20,Single,60,216,6.3,118,12.2,48,30,48,24,2025-03-07 13:17:43
6,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.3,48,30,48,25,2025-03-07 13:17:48
7,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.4,48,30,49,26,2025-03-07 13:17:53
8,Umraniye,Noon,20%,20,Single,60,216,6.3,116,12.4,48,30,51,24,2025-03-07 13:17:58
9,Umraniye,Noon,20%,20,Single,60,214,8.1,162,9.7,48,30,51,25,2025-03-07 13:18:03
10,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,52,26,2025-03-07 13:18:08
11,Umraniye,Noon,20%,20,Single,60,214,6.4,116,12.4,48,30,53,24,2025-03-07 13:18:13
12,Umraniye,Noon,20%,20,Single,60,212,6.4,118,12.4,48,30,53,27,2025-03-07 13:18:18
13,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.4,48,30,54,26,2025-03-07 13:18:23
14,Umraniye,Noon,20%,20,Single,60,214,6.3,116,12.5,48,30,54,24,2025-03-07 13:18:28
15,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.5,48,30,55,26,2025-03-07 13:18:33
16,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,56,24,2025-03-07 13:18:38
17,Umraniye,Noon,20%,20,Single,60,212,6.4,116,12.5,48,30,56,25,2025-03-07 13:18:43
18,Umraniye,Noon,20%,20,Single,60,214,6.3,116,12.5,48,30,56,27,2025-03-07 13:18:48
19,Umraniye,Noon,20%,20,Single,60,214,6.3,116,12.4,48,30,57,24,2025-03-07 13:18:53
20,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,58,25,2025-03-07 13:18:58
21,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.3,48,30,58,27,2025-03-07 13:19:03
22,Umraniye,Noon,20%,20,Single,60,214,6.3,116,12.5,48,30,59,24,2025-03-07 13:19:08
23,Umraniye,Noon,20%,20,Single,60,212,6.4,116,12.5,48,30,60,27,2025-03-07 13:19:13
24,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.5,48,30,60,28,2025-03-07 13:19:18
25,Umraniye,Noon,20%,20,Single,60,212,6.3,118,12.4,48,30,60,26,2025-03-07 13:19:23
26,Umraniye,Noon,20%,20,Single,60,212,6.3,112,12.5,48,30,61,25,2025-03-07 13:19:28
27,Umraniye,Noon,20%,20,Single,60,212,6.4,118,12.5,48,30,61,28,2025-03-07 13:19:33
28,Umraniye,Noon,20%,20,Single,60,216,6.3,116,12.5,48,30,62,26,2025-03-07 13:19:38
29,Umraniye,Noon,20%,20,Single,60,212,6.4,116,12.4,48,30,63,25,2025-03-07 13:19:43
30,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,63,27,2025-03-07 13:19:48
31,Umraniye,Noon,20%,20,Single,60,216,6.3,116,12.5,48,30,64,25,2025-03-07 13:19:53
32,Umraniye,Noon,20%,20,Single,60,210,6.3,118,12.3,48,30,64,28,2025-03-07 13:19:58
33,Umraniye,Noon,20%,20,Single,60,210,8.1,162,9.8,48,30,64,28,2025-03-07 13:20:03
34,Umraniye,Noon,20%,20,Single,60,216,6.3,116,12.5,48,30,64,27,2025-03-07 13:20:08
35,Umraniye,Noon,20%,20,Single,60,212,6.4,116,12.5,48,30,65,25,2025-03-07 13:20:13
36,Umraniye,Noon,20%,20,Single,60,212,6.3,118,12.5,48,30,66,25,2025-03-07 13:20:18
37,Umraniye,Noon,20%,20,Single,60,212,6.4,118,12.5,48,30,66,28,2025-03-07 13:20:23
38,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.5,48,30,67,27,2025-03-07 13:20:28
39,Umraniye,Noon,20%,20,Single,60,212,6.4,116,12.5,48,30,67,27,2025-03-07 13:20:33
40,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.4,48,30,68,26,2025-03-07 13:20:38
41,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.5,48,30,68,28,2025-03-07 13:20:43
42,Umraniye,Noon,20%,20,Single,60,214,6.4,116,12.6,48,30,68,27,2025-03-07 13:20:48
43,Umraniye,Noon,20%,20,Single,60,210,8.2,162,9.9,48,30,69,25,2025-03-07 13:20:53
44,Umraniye,Noon,20%,20,Single,60,218,7.6,162,9.9,48,30,69,28,2025-03-07 13:20:58
45,Umraniye,Noon,20%,20,Single,60,216,6.3,116,12.5,48,30,69,28,2025-03-07 13:21:03
46,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,70,27,2025-03-07 13:21:08
47,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.3,48,30,71,27,2025-03-07 13:21:13
48,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,71,28,2025-03-07 13:21:18
49,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,71,27,2025-03-07 13:21:23
50,Umraniye,Noon,20%,20,Single,60,212,6.4,116,12.5,48,30,71,26,2025-03-07 13:21:28
51,Umraniye,Noon,20%,20,Single,60,218,6.3,118,12.3,48,30,72,27,2025-03-07 13:21:33
52,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.5,48,30,72,25,2025-03-07 13:21:38
53,Umraniye,Noon,20%,20,Single,60,208,6.4,116,12.5,48,30,72,27,2025-03-07 13:21:43
54,Umraniye,Noon,20%,20,Single,60,214,6.3,116,12.5,48,30,72,27,2025-03-07 13:21:48
55,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,74,26,2025-03-07 13:21:53
56,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.5,48,30,74,26,2025-03-07 13:21:58
57,Umraniye,Noon,20%,20,Single,60,214,6.3,116,12.5,48,30,74,27,2025-03-07 13:22:03
58,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.5,48,30,74,25,2025-03-07 13:22:08
59,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.5,48,30,74,27,2025-03-07 13:22:13
60,Umraniye,Noon,20%,20,Single,60,214,6.4,116,12.5,48,30,75,29,2025-03-07 13:22:18
61,Umraniye,Noon,20%,20,Single,60,208,6.3,116,12.5,48,30,75,29,2025-03-07 13:22:23
62,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.5,48,30,76,26,2025-03-07 13:22:28
63,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.5,48,30,76,29,2025-03-07 13:22:33
64,Umraniye,Noon,20%,20,Single,60,208,6.4,116,12.6,48,30,76,27,2025-03-07 13:22:38
65,Umraniye,Noon,20%,20,Single,60,212,8.1,164,9.7,48,30,76,27,2025-03-07 13:22:43
66,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.6,48,30,77,27,2025-03-07 13:22:48
67,Umraniye,Noon,20%,20,Single,60,208,6.4,116,12.5,48,30,78,28,2025-03-07 13:22:53
68,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,78,29,2025-03-07 13:22:58
69,Umraniye,Noon,20%,20,Single,60,212,6.4,116,12.6,48,30,78,26,2025-03-07 13:23:03
70,Umraniye,Noon,20%,20,Single,60,208,6.4,116,12.6,48,30,78,27,2025-03-07 13:23:08
71,Umraniye,Noon,20%,20,Single,60,204,8.3,164,9.7,48,30,79,29,2025-03-07 13:23:13
72,Umraniye,Noon,20%,20,Single,60,212,6.4,116,12.4,48,30,78,29,2025-03-07 13:23:18
73,Umraniye,Noon,20%,20,Single,60,210,6.4,104,12.5,48,30,78,28,2025-03-07 13:23:23
74,Umraniye,Noon,20%,20,Single,60,216,6.3,116,12.5,48,30,79,28,2025-03-07 13:23:28
75,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.5,48,30,80,29,2025-03-07 13:23:33
76,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.5,48,30,79,27,2025-03-07 13:23:38
77,Umraniye,Noon,20%,20,Single,60,212,8.3,162,9.9,48,30,80,27,2025-03-07 13:23:43
78,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.5,48,30,80,28,2025-03-07 13:23:48
79,Umraniye,Noon,20%,20,Single,60,208,6.4,116,12.5,48,30,81,28,2025-03-07 13:23:53
80,Umraniye,Noon,20%,20,Single,60,212,6.3,116,12.5,48,30,80,29,2025-03-07 13:23:58
81,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.3,48,30,81,27,2025-03-07 13:24:03
82,Umraniye,Noon,20%,20,Single,60,212,6.3,114,12.5,48,30,81,29,2025-03-07 13:24:08
83,Umraniye,Noon,20%,20,Single,60,210,8.2,162,9.9,48,30,81,29,2025-03-07 13:24:13
84,Umraniye,Noon,20%,20,Single,60,210,6.3,116,12.5,48,30,81,28,2025-03-07 13:24:18
85,Umraniye,Noon,20%,20,Single,60,214,6.3,116,12.4,48,30,82,29,2025-03-07 13:24:23
86,Umraniye,Noon,20%,20,Single,60,214,6.3,116,12.4,48,30,82,26,2025-03-07 13:24:28
87,Umraniye,Noon,20%,20,Single,60,210,6.4,116,12.4,48,30,82,29,2025-03-07 13:24:33
88,Umraniye,Noon,20%,20,Single,60,208,6.4,116,12.5,48,30,83,27,2025-03-07 13:24:38
89,Umraniye,Noon,20%,20,Single,60,212,7.9,118,12.4,48,30,84,26,2025-03-07 13:24:43
90,Umraniye,Noon,20%,20,Single,60,210,8.0,164,9.8,48,30,86,26,2025-03-07 13:24:48
91,Umraniye,Noon,20%,20,Single,60,218,7.9,164,9.8,48,30,86,26,2025-03-07 13:24:53
92,Umraniye,Noon,20%,20,Single,60,214,7.7,164,9.8,48,30,86,29,2025-03-07 13:24:58
93,Umraniye,Noon,20%,20,Single,60,214,7.7,162,9.8,48,30,87,29,2025-03-07 13:25:03
94,Umraniye,Noon,20%,20,Single,60,216,7.9,164,9.8,48,30,87,29,2025-03-07 13:25:08
95,Umraniye,Noon,20%,20,Single,60,212,7.9,164,9.8,48,30,89,27,2025-03-07 13:25:13
96,Umraniye,Noon,20%,20,Single,60,210,8.0,156,9.5,48,30,89,28,2025-03-07 13:25:18
97,Umraniye,Noon,20%,20,Single,60,216,7.7,162,9.7,48,30,88,28,2025-03-07 13:25:23
98,Umraniye,Noon,20%,20,Single,60,212,8.0,164,9.7,48,30,89,29,2025-03-07 13:25:28
99,Umraniye,Noon,20%,20,Single,60,214,7.7,162,9.8,48,30,89,29,2025-03-07 13:25:33
100,Umraniye,Noon,20%,20,Single,60,216,7.9,162,9.8,48,30,90,29,2025-03-07 13:25:38
101,Umraniye,Noon,20%,20,Single,60,212,7.9,164,9.8,48,30,90,26,2025-03-07 13:25:43
102,Umraniye,Noon,20%,20,Single,60,214,7.9,162,9.9,48,30,91,26,2025-03-07 13:25:48
