index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Evening,20%,20,Single,60,214,8.5,162,9.6,48,30,78,31,2025-03-05 14:16:30
1,Umraniye,Evening,20%,20,Single,60,210,8.2,162,9.6,48,30,78,28,2025-03-05 14:16:35
2,Umraniye,Evening,20%,20,Single,60,216,7.9,162,9.6,48,30,79,29,2025-03-05 14:16:40
3,Umraniye,Evening,20%,20,Single,60,212,8.3,160,9.7,48,30,80,26,2025-03-05 14:16:45
4,Umraniye,Evening,20%,20,Single,60,212,8.2,162,9.7,48,30,82,29,2025-03-05 14:16:50
5,Umraniye,Evening,20%,20,Single,60,214,8.5,162,9.7,48,30,81,30,2025-03-05 14:16:55
6,Umraniye,Evening,20%,20,Single,60,212,8.2,162,9.8,48,30,83,28,2025-03-05 14:17:00
7,Umraniye,Evening,20%,20,Single,60,214,8.0,162,9.8,48,30,83,31,2025-03-05 14:17:05
8,Umraniye,Evening,20%,20,Single,60,216,8.3,162,9.8,48,30,83,30,2025-03-05 14:17:10
9,Umraniye,Evening,20%,20,Single,60,212,8.2,162,9.8,48,30,84,31,2025-03-05 14:17:15
10,Umraniye,Evening,20%,20,Single,60,216,8.1,162,9.8,48,30,86,26,2025-03-05 14:17:20
11,Umraniye,Evening,20%,20,Single,60,214,8.2,162,9.8,48,30,85,31,2025-03-05 14:17:25
12,Umraniye,Evening,20%,20,Single,60,216,8.0,162,9.9,48,30,87,29,2025-03-05 14:17:30
13,Umraniye,Evening,20%,20,Single,60,218,8.2,162,9.9,48,30,86,29,2025-03-05 14:17:35
14,Umraniye,Evening,20%,20,Single,60,214,8.3,162,9.9,48,30,87,30,2025-03-05 14:17:40
15,Umraniye,Evening,20%,20,Single,60,216,7.9,162,9.9,48,30,89,26,2025-03-05 14:17:45
16,Umraniye,Evening,20%,20,Single,60,216,8.2,162,10.0,48,30,88,26,2025-03-05 14:17:50
17,Umraniye,Evening,20%,20,Single,60,212,8.2,162,9.9,48,30,88,31,2025-03-05 14:17:55
18,Umraniye,Evening,20%,20,Single,60,210,8.0,140,9.9,48,30,89,26,2025-03-05 14:18:00
19,Umraniye,Evening,20%,20,Single,60,216,8.2,162,9.9,48,30,89,31,2025-03-05 14:18:05
20,Umraniye,Evening,20%,20,Single,60,212,8.3,162,10.0,48,30,90,27,2025-03-05 14:18:10
21,Umraniye,Evening,20%,20,Single,60,210,8.0,162,10.0,48,30,92,26,2025-03-05 14:18:15
22,Umraniye,Evening,20%,20,Single,60,216,8.1,162,10.0,48,30,92,28,2025-03-05 14:18:20
23,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.0,48,30,92,26,2025-03-05 14:18:25
24,Umraniye,Evening,20%,20,Single,60,210,8.1,162,10.1,48,30,93,29,2025-03-05 14:18:30
25,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.1,48,30,92,28,2025-03-05 14:18:35
26,Umraniye,Evening,20%,20,Single,60,212,8.2,162,10.1,48,30,92,31,2025-03-05 14:18:40
27,Umraniye,Evening,20%,20,Single,60,212,8.3,162,10.1,48,30,92,32,2025-03-05 14:18:45
28,Umraniye,Evening,20%,20,Single,60,214,8.2,162,10.1,48,30,93,31,2025-03-05 14:18:50
29,Umraniye,Evening,20%,20,Single,60,212,8.2,162,10.0,48,30,94,31,2025-03-05 14:18:55
30,Umraniye,Evening,20%,20,Single,60,212,8.2,162,10.1,48,30,95,26,2025-03-05 14:19:00
31,Umraniye,Evening,20%,20,Single,60,214,8.2,162,10.1,48,30,95,26,2025-03-05 14:19:05
32,Umraniye,Evening,20%,20,Single,60,212,7.9,162,10.1,48,30,94,31,2025-03-05 14:19:10
33,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.1,48,30,94,29,2025-03-05 14:19:15
34,Umraniye,Evening,20%,20,Single,60,212,8.3,162,10.1,48,30,95,31,2025-03-05 14:19:20
35,Umraniye,Evening,20%,20,Single,60,214,8.0,162,10.1,48,30,95,31,2025-03-05 14:19:25
36,Umraniye,Evening,20%,20,Single,60,214,8.2,150,9.9,48,30,97,26,2025-03-05 14:19:30
37,Umraniye,Evening,20%,20,Single,60,212,8.2,162,10.0,48,30,96,31,2025-03-05 14:19:35
38,Umraniye,Evening,20%,20,Single,60,212,7.9,156,10.1,48,30,96,30,2025-03-05 14:19:40
39,Umraniye,Evening,20%,20,Single,60,216,8.2,162,10.1,48,30,96,30,2025-03-05 14:19:45
40,Umraniye,Evening,20%,20,Single,60,212,8.2,162,10.0,48,30,97,32,2025-03-05 14:19:50
41,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.1,48,30,97,29,2025-03-05 14:19:55
42,Umraniye,Evening,20%,20,Single,60,214,8.2,162,10.1,48,30,99,31,2025-03-05 14:20:00
43,Umraniye,Evening,20%,20,Single,60,212,8.2,162,10.2,48,30,98,29,2025-03-05 14:20:05
44,Umraniye,Evening,20%,20,Single,60,212,8.2,162,10.1,48,30,98,30,2025-03-05 14:20:10
45,Umraniye,Evening,20%,20,Single,60,216,8.1,162,10.1,48,30,100,26,2025-03-05 14:20:15
46,Umraniye,Evening,20%,20,Single,60,212,8.0,162,10.1,48,30,99,31,2025-03-05 14:20:20
47,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.1,48,30,100,30,2025-03-05 14:20:25
48,Umraniye,Evening,20%,20,Single,60,216,8.1,162,10.1,48,30,101,29,2025-03-05 14:20:30
49,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.1,48,30,100,31,2025-03-05 14:20:35
50,Umraniye,Evening,20%,20,Single,60,212,8.0,162,10.0,48,30,100,27,2025-03-05 14:20:40
51,Umraniye,Evening,20%,20,Single,60,216,8.1,162,10.1,48,30,102,28,2025-03-05 14:20:45
52,Umraniye,Evening,20%,20,Single,60,210,8.1,162,10.1,48,30,102,29,2025-03-05 14:20:50
53,Umraniye,Evening,20%,20,Single,60,214,8.1,162,10.1,48,30,102,28,2025-03-05 14:20:55
54,Umraniye,Evening,20%,20,Single,60,216,8.1,162,10.1,48,30,101,27,2025-03-05 14:21:00
55,Umraniye,Evening,20%,20,Single,60,212,8.0,162,10.1,48,30,101,31,2025-03-05 14:21:05
56,Umraniye,Evening,20%,20,Single,60,216,7.9,162,10.1,48,30,102,27,2025-03-05 14:21:10
57,Umraniye,Evening,20%,20,Single,60,214,8.1,162,10.1,48,30,102,31,2025-03-05 14:21:15
58,Umraniye,Evening,20%,20,Single,60,212,7.9,162,10.1,48,30,103,26,2025-03-05 14:21:20
59,Umraniye,Evening,20%,20,Single,60,214,8.2,162,10.1,48,30,102,29,2025-03-05 14:21:25
60,Umraniye,Evening,20%,20,Single,60,212,8.2,162,10.1,48,30,102,31,2025-03-05 14:21:30
61,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.1,48,30,102,32,2025-03-05 14:21:35
62,Umraniye,Evening,20%,20,Single,60,214,8.1,162,10.0,48,30,104,27,2025-03-05 14:21:40
63,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.2,48,30,104,26,2025-03-05 14:21:45
64,Umraniye,Evening,20%,20,Single,60,212,8.0,162,10.1,48,30,105,27,2025-03-05 14:21:50
65,Umraniye,Evening,20%,20,Single,60,214,8.0,162,10.1,48,30,103,29,2025-03-05 14:21:55
66,Umraniye,Evening,20%,20,Single,60,212,8.3,158,10.4,48,30,104,32,2025-03-05 14:22:00
67,Umraniye,Evening,20%,20,Single,60,212,8.2,158,10.4,48,30,104,27,2025-03-05 14:22:05
68,Umraniye,Evening,20%,20,Single,60,214,8.2,158,10.4,48,30,104,32,2025-03-05 14:22:10
69,Umraniye,Evening,20%,20,Single,60,214,8.2,158,10.4,48,30,105,27,2025-03-05 14:22:15
70,Umraniye,Evening,20%,20,Single,60,214,8.1,158,10.4,48,30,106,27,2025-03-05 14:22:20
71,Umraniye,Evening,20%,20,Single,60,214,8.1,158,10.4,48,30,105,27,2025-03-05 14:22:25
72,Umraniye,Evening,20%,20,Single,60,212,8.1,158,10.4,48,30,105,28,2025-03-05 14:22:30
73,Umraniye,Evening,20%,20,Single,60,212,8.1,162,10.2,48,30,105,32,2025-03-05 14:22:35
74,Umraniye,Evening,20%,20,Single,60,218,8.0,162,10.1,48,30,105,31,2025-03-05 14:22:40
