index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Morning,20%,80,Single,60,219,2.1,46,3.4,48,3,26,26,2025-05-01 08:26:55
1,Umraniye,Morning,20%,80,Single,60,219,2.2,46,3.4,48,3,37,32,2025-05-01 08:27:00
2,Umraniye,Morning,20%,80,Single,60,214,2.5,46,3.6,48,3,35,29,2025-05-01 08:27:05
3,Umraniye,Morning,20%,80,Single,60,214,2.3,46,3.5,48,3,40,25,2025-05-01 08:27:10
4,Umraniye,Morning,20%,80,Single,60,211,2.4,46,3.5,48,3,38,20,2025-05-01 08:27:15
5,Umraniye,Morning,20%,80,Single,60,216,2.2,46,3.5,48,3,49,35,2025-05-01 08:27:20
6,Umraniye,Morning,20%,80,Single,60,215,2.2,46,3.3,48,3,36,19,2025-05-01 08:27:25
7,Umraniye,Morning,20%,80,Single,60,219,2.1,46,3.4,48,3,62,32,2025-05-01 08:27:30
8,Umraniye,Morning,20%,80,Single,60,218,2.2,46,3.5,48,3,60,30,2025-05-01 08:27:35
9,Umraniye,Morning,20%,80,Single,60,214,2.1,46,3.3,48,3,52,27,2025-05-01 08:27:40
10,Umraniye,Morning,20%,80,Single,60,218,2.1,46,3.5,48,3,71,26,2025-05-01 08:27:45
11,Umraniye,Morning,20%,80,Single,60,217,1.9,46,3.5,48,3,67,31,2025-05-01 08:27:50
12,Umraniye,Morning,20%,80,Single,60,219,1.8,46,3.0,48,3,64,32,2025-05-01 08:27:55
13,Umraniye,Morning,20%,80,Single,60,215,2.2,46,3.4,48,3,79,32,2025-05-01 08:28:00
14,Umraniye,Morning,20%,80,Single,60,217,2.3,46,3.4,48,3,79,32,2025-05-01 08:28:05
15,Umraniye,Morning,20%,80,Single,60,214,2.2,46,3.5,48,3,76,23,2025-05-01 08:28:10
16,Umraniye,Morning,20%,80,Single,60,215,2.1,46,3.4,48,3,77,26,2025-05-01 08:28:15
17,Umraniye,Morning,20%,80,Single,60,218,2.3,46,3.5,48,3,65,26,2025-05-01 08:28:20
18,Umraniye,Morning,20%,80,Single,60,213,1.9,46,3.0,48,3,69,28,2025-05-01 08:28:25
19,Umraniye,Morning,20%,80,Single,60,218,2.2,46,3.5,48,3,78,29,2025-05-01 08:28:30
20,Umraniye,Morning,20%,80,Single,60,215,2.2,46,3.5,48,3,62,32,2025-05-01 08:28:35
21,Umraniye,Morning,20%,80,Single,60,219,2.2,46,3.6,48,3,89,28,2025-05-01 08:28:40
22,Umraniye,Morning,20%,80,Single,60,215,2.3,46,3.5,48,3,87,31,2025-05-01 08:28:45
23,Umraniye,Morning,20%,80,Single,60,211,2.3,46,3.4,48,3,88,27,2025-05-01 08:28:50
24,Umraniye,Morning,20%,80,Single,60,214,2.3,46,3.5,48,3,104,35,2025-05-01 08:28:55
25,Umraniye,Morning,20%,80,Single,60,214,2.1,46,3.3,48,3,77,26,2025-05-01 08:29:00
26,Umraniye,Morning,20%,80,Single,60,218,2.0,46,3.4,48,3,94,26,2025-05-01 08:29:05
27,Umraniye,Morning,20%,80,Single,60,215,2.3,46,3.5,48,3,82,29,2025-05-01 08:29:10
28,Umraniye,Morning,20%,80,Single,60,214,2.3,46,3.6,48,3,107,32,2025-05-01 08:29:15
29,Umraniye,Morning,20%,80,Single,60,219,2.3,46,3.5,48,3,84,25,2025-05-01 08:29:20
30,Umraniye,Morning,20%,80,Single,60,213,2.1,46,3.3,48,3,111,27,2025-05-01 08:29:25
31,Umraniye,Morning,20%,80,Single,60,214,2.2,46,3.6,48,3,88,27,2025-05-01 08:29:30
32,Umraniye,Morning,20%,80,Single,60,213,2.2,46,3.5,48,3,103,24,2025-05-01 08:29:35
33,Umraniye,Morning,20%,80,Single,60,215,2.5,46,3.6,48,3,106,26,2025-05-01 08:29:40
34,Umraniye,Morning,20%,80,Single,60,221,2.1,46,3.4,48,3,109,26,2025-05-01 08:29:45
35,Umraniye,Morning,20%,80,Single,60,214,2.3,46,3.5,48,3,94,33,2025-05-01 08:29:50
36,Umraniye,Morning,20%,80,Single,60,221,2.0,46,3.5,48,3,91,29,2025-05-01 08:29:55
37,Umraniye,Morning,20%,80,Single,60,212,2.2,46,3.6,48,3,102,26,2025-05-01 08:30:00
38,Umraniye,Morning,20%,80,Single,60,213,2.2,46,3.3,48,3,113,34,2025-05-01 08:30:05
39,Umraniye,Morning,20%,80,Single,60,213,2.0,46,3.4,48,3,108,34,2025-05-01 08:30:10
40,Umraniye,Morning,20%,80,Single,60,216,2.2,46,3.4,48,3,115,34,2025-05-01 08:30:15
41,Umraniye,Morning,20%,80,Single,60,210,2.1,46,3.1,48,3,100,26,2025-05-01 08:30:20
42,Umraniye,Morning,20%,80,Single,60,215,2.4,46,3.6,48,3,109,32,2025-05-01 08:30:25
43,Umraniye,Morning,20%,80,Single,60,220,2.0,46,3.3,48,3,110,35,2025-05-01 08:30:30
44,Umraniye,Morning,20%,80,Single,60,218,2.3,46,3.5,48,3,109,27,2025-05-01 08:30:35
45,Umraniye,Morning,20%,80,Single,60,210,2.2,46,3.6,48,3,115,27,2025-05-01 08:30:40
46,Umraniye,Morning,20%,80,Single,60,214,2.1,46,3.4,48,3,119,27,2025-05-01 08:30:45
47,Umraniye,Morning,20%,80,Single,60,218,2.2,46,3.5,48,3,108,29,2025-05-01 08:30:50
48,Umraniye,Morning,20%,80,Single,60,218,1.8,46,3.4,48,3,111,34,2025-05-01 08:30:55
49,Umraniye,Morning,20%,80,Single,60,218,2.1,46,3.4,48,3,116,28,2025-05-01 08:31:00
50,Umraniye,Morning,20%,80,Single,60,213,2.3,46,3.5,48,3,115,26,2025-05-01 08:31:05
51,Umraniye,Morning,20%,80,Single,60,214,2.2,46,3.5,48,3,120,28,2025-05-01 08:31:10
52,Umraniye,Morning,20%,80,Single,60,215,2.1,46,3.5,48,3,117,32,2025-05-01 08:31:15
53,Umraniye,Morning,20%,80,Single,60,216,2.0,46,3.5,48,3,113,18,2025-05-01 08:31:20
54,Umraniye,Morning,20%,80,Single,60,218,2.0,46,3.4,48,3,122,29,2025-05-01 08:31:25
55,Umraniye,Morning,20%,80,Single,60,214,2.3,46,3.5,48,3,119,27,2025-05-01 08:31:30
56,Umraniye,Morning,20%,80,Single,60,217,2.2,46,3.4,48,3,121,26,2025-05-01 08:31:35
57,Umraniye,Morning,20%,80,Single,60,214,2.2,46,3.4,48,3,100,22,2025-05-01 08:31:40
58,Umraniye,Morning,20%,80,Single,60,214,2.2,46,3.4,48,3,117,30,2025-05-01 08:31:45
59,Umraniye,Morning,20%,80,Single,60,215,2.1,46,3.4,48,3,122,27,2025-05-01 08:31:50
60,Umraniye,Morning,20%,80,Single,60,211,2.2,46,3.4,48,3,119,30,2025-05-01 08:31:55
61,Umraniye,Morning,20%,80,Single,60,218,2.3,46,3.6,48,3,117,24,2025-05-01 08:32:00
62,Umraniye,Morning,20%,80,Single,60,214,2.1,46,3.5,48,3,96,21,2025-05-01 08:32:05
63,Umraniye,Morning,20%,80,Single,60,221,1.9,46,3.4,48,3,118,24,2025-05-01 08:32:10
64,Umraniye,Morning,20%,80,Single,60,214,2.2,46,3.5,48,3,124,27,2025-05-01 08:32:15
65,Umraniye,Morning,20%,80,Single,60,218,2.2,46,3.3,48,3,120,22,2025-05-01 08:32:20
66,Umraniye,Morning,20%,80,Single,60,210,2.5,46,3.7,48,3,122,28,2025-05-01 08:32:25
67,Umraniye,Morning,20%,80,Single,60,213,2.2,46,3.4,48,3,118,34,2025-05-01 08:32:30
68,Umraniye,Morning,20%,80,Single,60,215,2.2,46,3.4,48,3,117,19,2025-05-01 08:32:35
69,Umraniye,Morning,20%,80,Single,60,217,2.1,46,3.4,48,3,121,26,2025-05-01 08:32:40
70,Umraniye,Morning,20%,80,Single,60,216,2.2,46,3.5,48,3,124,27,2025-05-01 08:32:45
71,Umraniye,Morning,20%,80,Single,60,218,2.1,46,3.5,48,3,123,27,2025-05-01 08:32:50
72,Umraniye,Morning,20%,80,Single,60,216,2.1,46,3.4,48,3,124,33,2025-05-01 08:32:55
73,Umraniye,Morning,20%,80,Single,60,214,2.4,46,3.5,48,3,120,27,2025-05-01 08:33:00
74,Umraniye,Morning,20%,80,Single,60,217,2.1,46,3.3,48,3,122,27,2025-05-01 08:33:05
75,Umraniye,Morning,20%,80,Single,60,213,2.2,46,3.5,48,3,113,27,2025-05-01 08:33:10
76,Umraniye,Morning,20%,80,Single,60,218,2.3,46,3.5,48,3,122,30,2025-05-01 08:33:15
77,Umraniye,Morning,20%,80,Single,60,212,2.2,46,3.5,48,3,105,34,2025-05-01 08:33:20
78,Umraniye,Morning,20%,80,Single,60,213,2.0,46,3.1,48,3,112,28,2025-05-01 08:33:25
79,Umraniye,Morning,20%,80,Single,60,214,2.3,46,3.5,48,3,124,33,2025-05-01 08:33:30
80,Umraniye,Morning,20%,80,Single,60,217,2.2,46,3.4,48,3,124,28,2025-05-01 08:33:35
81,Umraniye,Morning,20%,80,Single,60,211,1.8,46,3.4,48,3,116,24,2025-05-01 08:33:40
82,Umraniye,Morning,20%,80,Single,60,218,2.2,46,3.5,48,3,123,32,2025-05-01 08:33:45
83,Umraniye,Morning,20%,80,Single,60,220,2.2,46,3.6,48,3,123,28,2025-05-01 08:33:50
84,Umraniye,Morning,20%,80,Single,60,213,2.2,46,3.6,48,3,125,33,2025-05-01 08:33:55
85,Umraniye,Morning,20%,80,Single,60,213,2.3,46,3.6,48,3,126,31,2025-05-01 08:34:00
86,Umraniye,Morning,20%,80,Single,60,213,2.3,46,3.4,48,3,103,31,2025-05-01 08:34:05
87,Umraniye,Morning,20%,80,Single,60,212,2.2,46,3.6,48,3,126,25,2025-05-01 08:34:10
88,Umraniye,Morning,20%,80,Single,60,218,2.3,46,3.6,48,3,125,25,2025-05-01 08:34:15
89,Umraniye,Morning,20%,80,Single,60,219,2.1,46,3.4,48,3,124,28,2025-05-01 08:34:20
90,Umraniye,Morning,20%,80,Single,60,219,2.2,46,3.5,48,3,123,23,2025-05-01 08:34:25
91,Umraniye,Morning,20%,80,Single,60,219,2.2,46,3.5,48,3,124,24,2025-05-01 08:34:30
92,Umraniye,Morning,20%,80,Single,60,215,2.3,46,3.5,48,3,124,25,2025-05-01 08:34:35
93,Umraniye,Morning,20%,80,Single,60,213,2.1,46,3.5,48,3,125,24,2025-05-01 08:34:40
94,Umraniye,Morning,20%,80,Single,60,220,2.2,46,3.4,48,3,124,28,2025-05-01 08:34:45
95,Umraniye,Morning,20%,80,Single,60,215,2.4,46,3.6,48,3,125,28,2025-05-01 08:34:50
96,Umraniye,Morning,20%,80,Single,60,210,2.4,46,3.6,48,3,126,26,2025-05-01 08:34:55
97,Umraniye,Morning,20%,80,Single,60,217,2.2,46,3.5,48,3,112,24,2025-05-01 08:35:00
98,Umraniye,Morning,20%,80,Single,60,212,2.2,46,3.3,48,3,124,25,2025-05-01 08:35:05
99,Umraniye,Morning,20%,80,Single,60,211,1.3,46,3.5,48,3,124,29,2025-05-01 08:35:10
100,Umraniye,Morning,20%,80,Single,60,213,2.3,46,3.4,48,3,124,27,2025-05-01 08:35:15
101,Umraniye,Morning,20%,80,Single,60,219,2.2,46,3.6,48,3,125,28,2025-05-01 08:35:20
102,Umraniye,Morning,20%,80,Single,60,214,2.2,46,3.4,48,3,126,25,2025-05-01 08:35:25
103,Umraniye,Morning,20%,80,Single,60,217,2.1,46,3.6,48,3,125,29,2025-05-01 08:35:30
