index,location,time_of_day,soc,distance,coil_type,duration,v_pri_v,a_pri_a,v_sin_v,a_sin_a,v_sout_v,a_sout_a,t_coil_c,t_ambiant_c,timestamp
0,Umraniye,Noon,20%,80,Single,480,217,2.2,46,3.3,48,3,25,25,2025-05-08 11:48:43
1,Umraniye,Noon,20%,80,Single,480,213,2.1,46,3.6,48,3,28,23,2025-05-08 11:48:48
2,Umraniye,Noon,20%,80,Single,480,211,2.2,46,3.5,48,3,35,25,2025-05-08 11:48:53
3,Umraniye,Noon,20%,80,Single,480,211,2.2,46,3.6,48,3,36,25,2025-05-08 11:48:58
4,Umraniye,Noon,20%,80,Single,480,215,2.1,46,3.4,48,3,43,26,2025-05-08 11:49:03
5,Umraniye,Noon,20%,80,Single,480,214,2.1,46,3.4,48,3,51,31,2025-05-08 11:49:08
6,Umraniye,Noon,20%,80,Single,480,217,2.2,46,3.5,48,3,57,31,2025-05-08 11:49:13
7,Umraniye,Noon,20%,80,Single,480,214,1.3,46,3.5,48,3,59,31,2025-05-08 11:49:18
8,Umraniye,Noon,20%,80,Single,480,216,2.2,46,3.5,48,3,65,26,2025-05-08 11:49:23
9,Umraniye,Noon,20%,80,Single,480,215,2.2,46,3.5,48,3,63,26,2025-05-08 11:49:28
10,Umraniye,Noon,20%,80,Single,480,214,2.3,46,3.5,48,3,65,32,2025-05-08 11:49:33
11,Umraniye,Noon,20%,80,Single,480,218,2.2,46,3.5,48,3,62,23,2025-05-08 11:49:38
12,Umraniye,Noon,20%,80,Single,480,211,2.2,46,3.5,48,3,57,21,2025-05-08 11:49:43
13,Umraniye,Noon,20%,80,Single,480,214,2.1,46,3.3,48,3,65,24,2025-05-08 11:49:48
14,Umraniye,Noon,20%,80,Single,480,217,2.2,46,3.5,48,3,71,29,2025-05-08 11:49:53
15,Umraniye,Noon,20%,80,Single,480,214,2.2,46,3.4,48,3,76,28,2025-05-08 11:49:58
16,Umraniye,Noon,20%,80,Single,480,215,2.1,46,3.4,48,3,72,24,2025-05-08 11:50:03
17,Umraniye,Noon,20%,80,Single,480,213,2.2,46,3.5,48,3,64,29,2025-05-08 11:50:08
18,Umraniye,Noon,20%,80,Single,480,211,2.2,46,3.5,48,3,91,30,2025-05-08 11:50:13
19,Umraniye,Noon,20%,80,Single,480,212,2.2,46,3.5,48,3,64,37,2025-05-08 11:50:18
20,Umraniye,Noon,20%,80,Single,480,219,2.2,46,3.5,48,3,76,33,2025-05-08 11:50:23
21,Umraniye,Noon,20%,80,Single,480,213,1.3,46,3.5,48,3,97,29,2025-05-08 11:50:28
22,Umraniye,Noon,20%,80,Single,480,217,2.1,46,3.5,48,3,80,31,2025-05-08 11:50:33
23,Umraniye,Noon,20%,80,Single,480,210,2.2,46,3.5,48,3,100,37,2025-05-08 11:50:38
24,Umraniye,Noon,20%,80,Single,480,213,2.0,46,3.3,48,3,92,25,2025-05-08 11:50:43
25,Umraniye,Noon,20%,80,Single,480,216,2.2,46,3.3,48,3,95,23,2025-05-08 11:50:48
